"score","a","b","doubtful","sex","length_cm","length_type","r2","sd_b","sd_log10_a","n","country","locality","species","family","length_cm_min","length_cm_max"
1,0.013,2.933,NA,"mixed","5.0- 83.0","TL",0.996,NA,NA,NA,"Egypt","Mediterranean: El-Arish ((34°12'36"" E, 31°15'00"" N) to El-Sallum ((25°08'42"" E, 31° 30' 00"" N), 2012","Lagocephalus sceleratus","Tetraodontidae",5,83
0.86,0.0388,2.674,NA,"male","6.8- 37.4","TL",0.856,NA,NA,574,"Turkey","Northeastern Mediterranean Sea/ 2011-2012.","Lagocephalus spadiceus","Tetraodontidae",6.8,37.4
0.87,0.0343,2.718,NA,"female","10.6- 43.1","TL",0.873,NA,NA,515,"Turkey","Northeastern Mediterranean Sea/ 2011-2012.","Lagocephalus spadiceus","Tetraodontidae",10.6,43.1
0.94,0.0204,2.901,NA,"unsexed","6.9- 26.9","TL",0.943,0.717,NA,89,"Turkey","Iskenderun Bay / 2007-2008","Lagocephalus spadiceus","Tetraodontidae",6.9,26.9
0.97,0.0186,2.951,NA,"unsexed","15.9- 19.9","TL",0.97,NA,NA,19,"Turkey","eastern Mediterranean, 1997-98","Lagocephalus spadiceus","Tetraodontidae",15.9,19.9
0.99,0.0206,3.15,NA,"unsexed","8.7- 20.6","SL",0.99,0.22,0.2275,18,"China","Beibu Gulf / 2006-2007","Lagocephalus spadiceus","Tetraodontidae",8.7,20.6
0.83,0.027,2.677,NA,"male","6.5- 16.7","TL",0.832,0.044,NA,494,"Turkey","Gulf of Iskenderun/2012.","Lagocephalus suezensis","Tetraodontidae",6.5,16.7
0.96,0.0236,2.749,NA,"unsexed","10.2- 16.7","TL",0.957,0.584,NA,86,"Turkey","Iskenderun Bay / 2007-2008","Lagocephalus suezensis","Tetraodontidae",10.2,16.7
0.86,0.0198,2.795,NA,"mixed","6.5- 17.1","TL",0.858,0.031,NA,979,"Turkey","Gulf of Iskenderun/2012.","Lagocephalus suezensis","Tetraodontidae",6.5,17.1
0.88,0.0145,2.914,NA,"female","7.1- 17.1","TL",0.883,0.044,NA,485,"Turkey","Gulf of Iskenderun/2012.","Lagocephalus suezensis","Tetraodontidae",7.1,17.1
0.96,0.0131,2.98,NA,"unsexed","14.5- 23.2","TL",0.964,0.12,0.154,95,NA,"East China Sea / 2009-2013","Lagocephalus wheeleri","Tetraodontidae",14.5,23.2
0.5,0.0352,2.9,NA,"unsexed","","",NA,NA,NA,NA,"USA","Texas","Lagodon rhomboides","Sparidae",NA,NA
0.98,0.0316,3.03,NA,"unsexed","","SL",0.982,NA,NA,343,"USA","Tampa Bay and adjacent Gulf of Mexico waters, 1993-97","Lagodon rhomboides","Sparidae",NA,NA
0.98,0.0271,3.049,NA,"unsexed","4.0- 20.0","SL",0.978,0.461,NA,1758,"Mexico","Celestun lagoon, Yucatan, 1990-2006","Lagodon rhomboides","Sparidae",4,20
0.7,0.0151,3.09,NA,"male","15.0- 22.0","FL",NA,NA,NA,140,"Mexico","Campeche","Lagodon rhomboides","Sparidae",15,22
0.99,0.0269,3.11,NA,"unsexed","","SL",0.986,NA,NA,302,"USA","Tampa Bay and adjacent Gulf of Mexico waters, 1993-97","Lagodon rhomboides","Sparidae",NA,NA
0.7,0.0103,3.24,NA,"female","14.0- 23.0","FL",NA,NA,NA,100,"Mexico","Campeche","Lagodon rhomboides","Sparidae",14,23
0.97,0.0104,3.25,NA,"unsexed","13.0- 21.2","FL",0.97,0.572,0.1109,12,"USA","Southern Florida","Lagodon rhomboides","Sparidae",13,21.2
0.95,0.0043,3.24,NA,"unsexed","10.4- 15.8","TL",0.952,0.14,0.1421,120,"Malaysia","Pahang River / 2005-2006","Laides hexanema","Schilbeidae",10.4,15.8
0.87,0.0116,3.31,NA,"unsexed","0.9- 3.8","TL",0.87,0.1,0.1397,589,"Brazil","Trombetas River basin / 2010-2012","Laimosemion dibaphus","Rivulidae",0.9,3.8
0.91,0.0139,3.13,NA,"unsexed","1.0- 3.1","SL",0.911,0.21,0.0602,91,"French Guiana","2011-2012","Laimosemion geayi","Rivulidae",1,3.1
0,0.114,2.509,"yes","male","","TL",NA,NA,NA,NA,"UK","North East Atlantic","Lamna nasus","Lamnidae",NA,NA
0,0.047,2.68,"yes","female","","TL",NA,NA,NA,NA,"UK","North East Atlantic","Lamna nasus","Lamnidae",NA,NA
0.93,0.0286,2.924,"","mixed","","FL",0.933,NA,NA,2457,"New Zealand","2000-2002","Lamna nasus","Lamnidae",NA,NA
0.94,0.0148,2.964,"","mixed","106.0- 227.0","TL",0.943,NA,NA,15,"USA","Gulf of Maine to Florida Keys, 1961-89","Lamna nasus","Lamnidae",106,227
0.99,0.0051,2.98,NA,"unsexed","9.0- 21.0","TL",0.99,NA,NA,25,"Spain","Balearic Islands, 1995-96","Lampanyctus crocodilus","Myctophidae",9,21
0,0.00192,3,NA,"unsexed","45.0- 45.0","TL",NA,NA,NA,1,"Finland","","Lampetra fluviatilis","Petromyzontidae",45,45
0.97,0.00111,3.141,NA,"mixed","31.0- 45.0","TL",0.97,NA,NA,7,"Estonia","","Lampetra fluviatilis","Petromyzontidae",31,45
0.97,5e-04,3.357,NA,"unsexed","9.3- 38.8","TL",0.966,NA,NA,178,"","North Sea / 1955-2007","Lampetra fluviatilis","Petromyzontidae",9.3,38.8
0.85,0.0076,2.425,NA,"unsexed","3.7- 20.5","TL",0.85,0.068,0.0746,848,"Belgium","Flanders (Yser, Scheldt and Meuse drainage basin), 1992-2009","Lampetra planeri","Petromyzontidae",3.7,20.5
0,0.00173,3,NA,"unsexed","2.5- 19.0","TL",NA,NA,NA,17,"UK","","Lampetra planeri","Petromyzontidae",2.5,19
0,0.0281,3,NA,"unsexed","137.0- 137.0","TL",NA,NA,NA,1,"USA","California current","Lampris guttatus","Lampridae",137,137
0,0.05399,3,NA,"unsexed","76.0- 76.0","TL",NA,NA,NA,1,"","","Lampris guttatus","Lampridae",76,76
0.94,0.0387,2.729,NA,"unsexed",NA,"TL",0.941,NA,NA,524,"China","East China Sea, 1983","Larimichthys polyactis","Sciaenidae",NA,NA
0.96,0.0265,2.871,NA,"unsexed",NA,"TL",0.962,NA,NA,520,"China","East China Sea, 1963","Larimichthys polyactis","Sciaenidae",NA,NA
0.91,0.0217,2.913,NA,"unsexed",NA,"TL",0.914,NA,NA,894,"China","East China Sea, 2001","Larimichthys polyactis","Sciaenidae",NA,NA
0.95,0.0209,3.019,NA,"unsexed",NA,"TL",0.949,NA,NA,880,"China","East China Sea, 1997-2000","Larimichthys polyactis","Sciaenidae",NA,NA
0.96,0.0104,3.029,NA,"unsexed","2.1- 14.1","TL",0.96,0.049,0.0439,641,"Brazil","southern Bahia / 2003-2005","Larimus breviceps","Sciaenidae",2.1,14.1
0.7,0.0235,3.03,NA,"unsexed","9.6- 18.2","SL",NA,NA,NA,385,"Colombia","Gulf of Salamanca, Caribbean, 1995-98","Larimus breviceps","Sciaenidae",9.6,18.2
0.97,0.00783,3.09,NA,"mixed","3.7- 11.6","TL",0.966,0.574,1.1418,35,"Brazil","Espirito Santo (0°S - 25°S), 2003-2004","Larimus breviceps","Sciaenidae",3.7,11.6
0.99,0.0093,3.1,NA,"unsexed","3.7- 23.0","TL",0.985,NA,NA,1056,"Brazil","Southeastern region, 1995-1996","Larimus breviceps","Sciaenidae",3.7,23
0.95,0.00554,3.312,NA,"unsexed","4.8- 23.9","TL",0.948,NA,NA,167,"Brazil","Southeastern region (São Sebastião System), São Paulo, 1997","Larimus breviceps","Sciaenidae",4.8,23.9
0.98,0.0605,2.635,NA,"unsexed","","TL",0.976,NA,NA,NA,"China","Yangtze River, 1986-87","Lateolabrax japonicus","Lateolabracidae",NA,NA
0.5,0.0508,2.81,NA,"unsexed","","",NA,NA,NA,NA,"China","Yamen outfall, Pearl River estuary, 1983-86","Lateolabrax japonicus","Lateolabracidae",NA,NA
0.7,0.0198,2.918,NA,"unsexed","6.0- 23.0","SL",NA,NA,NA,1632,"Japan","Kasaoka Bay, Terama, Konoshima / 1961-1962","Lateolabrax japonicus","Lateolabracidae",6,23
0.95,0.00682,3.151,NA,"unsexed","3.7- 10.3","TL",0.953,0.7,NA,196,"Korea (South)","Gamak Bay / 2007-2008","Lateolabrax japonicus","Lateolabracidae",3.7,10.3
1,0.00432,3.361,NA,"unsexed","8.8- 11.5","TL",1,0.138,NA,4,"Korea (South)","Baekya Island / 2008-2009","Lateolabrax japonicus","Lateolabracidae",8.8,11.5
0.92,0.0222,2.852,NA,"unsexed","53.0- 93.5","TL",0.918,NA,NA,30,NA,NA,"Lateolabrax latus","Lateolabracidae",53,93.5
0.5,0.0214,2.94,NA,"unsexed",NA,"TL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1979-83","Lates angustifrons","Latidae",NA,NA
0.5,0.0098,3.02,NA,"unsexed",NA,"FL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1960-72","Lates angustifrons","Latidae",NA,NA
0.5,0.0151,3.02,NA,"unsexed",NA,"TL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1970-72","Lates angustifrons","Latidae",NA,NA
0.7,0.0196,2.917,NA,"unsexed","2.4- 101.0","TL",NA,NA,NA,563,"India","Chilka Lake","Lates calcarifer","Latidae",2.4,101
1,0.0107,3.035,NA,"unsexed","2.8- 61.0","TL",0.998,NA,NA,154,"Australia","laboratory","Lates calcarifer","Latidae",2.8,61
0,0.01612,3,NA,"unsexed","90.0- 90.0","TL",NA,NA,NA,1,NA,NA,"Lates japonicus","Latidae",90,90
0.5,0.0245,2.86,NA,"unsexed",NA,"TL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1979-83","Lates mariae","Latidae",NA,NA
0.5,0.0114,2.94,NA,"unsexed",NA,"FL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1960-72","Lates mariae","Latidae",NA,NA
0.5,0.0186,2.94,NA,"unsexed",NA,"TL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1970-72","Lates mariae","Latidae",NA,NA
0,0.01032,3,NA,"unsexed","93.0- 93.0","TL",NA,NA,NA,1,"","","Lates microlepis","Latidae",93,93
0.5,0.0074,3.1,NA,"unsexed","","FL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1960-72","Lates microlepis","Latidae",NA,NA
0,0.0755,2.6,"yes","juvenile","17.2- 29.2","SL",0.884,NA,NA,91,"Nigeria","Zaria Dam, 1987-88","Lates niloticus","Latidae",17.2,29.2
0,0.0153,2.935,"yes","juvenile","13.0- 52.0","TL",0.945,NA,NA,833,"Nigeria","Kainji Lake","Lates niloticus","Latidae",13,52
0.98,0.01269,2.984,"","juvenile","6.4- 29.3","TL",0.978,NA,NA,60,"Benin","Ouémé River Basin, 1999-2001","Lates niloticus","Latidae",6.4,29.3
0,0.0239,3,"yes","unsexed","12.0- 128.0","SL",0.996,NA,NA,38,"Burkina Faso","Mouhoun, Volta River, 1980-81","Lates niloticus","Latidae",12,128
0.7,0.0125,3,"","unsexed","6.0- 164.0","TL",NA,NA,NA,1874,"Chad","Malamfatori, Lake Chad","Lates niloticus","Latidae",6,164
0,0.0198,3.045,"yes","juvenile","7.2- 22.0","SL",0.986,NA,NA,58,"Ghana","Volta River","Lates niloticus","Latidae",7.2,22
0.5,0.00774,3.089,"","unsexed","","TL",NA,NA,NA,NA,"Egypt","Nozha Hydrodrome, Alexandria","Lates niloticus","Latidae",NA,NA
0.94,0.00951,3.089,"","male","8.0- 96.0","TL",0.941,NA,NA,1488,"Uganda","Lake Victoria","Lates niloticus","Latidae",8,96
0.7,0.0078,3.12,"","unsexed","15.0- 170.0","TL",NA,NA,NA,NA,"Kenya","Nyanza Gulf, Lake Victoria","Lates niloticus","Latidae",15,170
0.96,0.00823,3.123,"","female","12.0- 185.0","TL",0.96,NA,NA,960,"Uganda","Lake Victoria","Lates niloticus","Latidae",12,185
0.7,0.0071,3.13,"","unsexed","6.0- 190.0","TL",NA,NA,NA,NA,"Kenya","Lake Turkana","Lates niloticus","Latidae",6,190
0.7,0.0066,3.155,"","unsexed","12.6- 153.0","TL",NA,NA,NA,2014,"Tanzania","Mwanza and Speke Gulfs, Lake Victoria, 1988-90","Lates niloticus","Latidae",12.6,153
0.5,0.014,2.84,NA,"unsexed",NA,"TL",NA,NA,NA,NA,"Zambia","1980","Lates stappersii","Latidae",NA,NA
0.5,0.00814,2.95,NA,"male",NA,"TL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1999-2000","Lates stappersii","Latidae",NA,NA
0.5,0.00679,2.99,NA,"unsexed",NA,"TL",NA,NA,NA,NA,"","Lake Tanganyika (entire Lake), 1994-95","Lates stappersii","Latidae",NA,NA
0.5,0.0091,3,NA,"unsexed",NA,"",NA,NA,NA,NA,"Burundi","Lake Tanganyika","Lates stappersii","Latidae",NA,NA
0.5,0.00612,3.03,NA,"female",NA,"TL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1999-2000","Lates stappersii","Latidae",NA,NA
0.5,0.00468,3.05,NA,"unsexed",NA,"TL",NA,NA,NA,NA,"Burundi","1982-83","Lates stappersii","Latidae",NA,NA
0.5,0.00987,3.08,NA,"unsexed",NA,"SL",NA,NA,NA,NA,"Congo Dem Rp","Lake Tanganyika, Uvira, 1988","Lates stappersii","Latidae",NA,NA
0.5,0.00489,3.09,NA,"unsexed",NA,"FL",NA,NA,NA,NA,"Burundi","Lake Tanganyika, 1971-74","Lates stappersii","Latidae",NA,NA
0.5,0.00372,3.14,NA,"unsexed",NA,"FL",NA,NA,NA,NA,"Zambia","","Lates stappersii","Latidae",NA,NA
0.5,0.0068,3.15,NA,"unsexed",NA,"SL",NA,NA,NA,NA,"Zambia","Lake Tanganyika, 1960-72","Lates stappersii","Latidae",NA,NA
0,0.205,2.46,"yes","male","","TL",NA,NA,NA,26,"Comoros","Comoros.","Latimeria chalumnae","Latimeriidae",NA,NA
0.82,0.0806,2.655,"","male","- 155.0","TL",0.822,NA,NA,34,"Comoros","Whole population of Comoros","Latimeria chalumnae","Latimeriidae",NA,155
0.8,0.0278,2.89,"","mixed","42.5- 179.0","TL",0.797,NA,NA,87,"","","Latimeria chalumnae","Latimeriidae",42.5,179
0.92,0.0127,3.045,"","mixed","- 180.0","TL",0.921,NA,NA,84,"Comoros","Whole population of Comoros","Latimeria chalumnae","Latimeriidae",NA,180
0.97,0.00514,3.23,"","female","- 180.0","TL",0.973,NA,NA,28,"Comoros","Whole population of Comoros","Latimeria chalumnae","Latimeriidae",NA,180
0.6,0.00404,3.28,"","female","","TL",NA,NA,NA,20,"Comoros","Comoros.","Latimeria chalumnae","Latimeriidae",NA,NA
0.5,0.055,2.713,NA,"mixed",NA,"FL",NA,NA,NA,NA,"New Zealand",NA,"Latridopsis ciliaris","Latridae",NA,NA
0.99,0.02,3,NA,"unsexed","","FL",0.99,NA,NA,491,"Australia","Tasmania, 1990-2002","Latris lineata","Latridae",NA,NA
0.99,0.0116,3.09,NA,"mixed","23.0- 74.0","FL",0.99,NA,NA,81,"New Zealand","Stewart Is., Kaikoura and Karitane, 2208","Latris lineata","Latridae",23,74
0.95,0.0039,3.49,NA,"unsexed","3.6- 5.8","TL",0.95,0.18,0.1287,73,"India","Rangandadi River / 2013","Laubuka laubuca","Cyprinidae",3.6,5.8
0,0.0258,3,NA,"unsexed","63.0- 96.5","TL",NA,NA,NA,5,"Brazil","Teles Pires River, Mato Grosso, Para","Leiarius marmoratus","Pimelodidae",63,96.5
0.98,0.016,2.95,NA,"unsexed","11.4- 66.0","SL",0.982,0.13,0.1788,41,"China","Wujiang River / 2006-2014","Leiocassis longirostris","Bagridae",11.4,66
0.96,0.00904,3.19,NA,"unsexed","7.6- 27.0","SL",0.96,0.15,0.1568,79,"China","upper reaches of Yangtze River / 2005-2012","Leiocassis longirostris","Bagridae",7.6,27
0.82,0.04,2.64,NA,"unsexed","4.0- 8.7","SL",0.82,NA,NA,24,"Taiwan","southern coast of Taiwan / 2009-2010","Leiognathus berbis","Leiognathidae",4,8.7
0.88,0.0164,2.89,"","male","","TL",0.88,NA,NA,93,"Sri Lanka","Portugal Bay, Puttalam estuary, 1991-93","Leiognathus brevirostris","Leiognathidae",NA,NA
0,0.0359,2.97,"yes","juvenile","5.5- 12.3","SL",0.945,NA,NA,35,"Philippines","Honda Bay, Palawan, 1977-78","Leiognathus brevirostris","Leiognathidae",5.5,12.3
0.9,0.0093,3.175,"","female","","TL",0.899,NA,NA,93,"Sri Lanka","Portugal Bay, Puttalam estuary, 1991-93","Leiognathus brevirostris","Leiognathidae",NA,NA
0.5,0.0213,2.88,NA,"unsexed","","TL",NA,NA,NA,NA,"South Africa","","Leiognathus equulus","Leiognathidae",NA,NA
0.99,0.0296,2.944,NA,"unsexed","2.5- 20.0","FL",0.99,NA,NA,596,"New Caledonia","lagoon","Leiognathus equulus","Leiognathidae",2.5,20
0.99,0.02704,2.98,NA,"mixed","2.5- 20.0","FL",0.986,NA,NA,380,"New Caledonia","","Leiognathus equulus","Leiognathidae",2.5,20
0.5,0.0258,3,NA,"unsexed","","",NA,NA,NA,NA,"Philippines","Visayas","Leiognathus equulus","Leiognathidae",NA,NA
0.99,0.0356,3.02,NA,"unsexed","4.6- 13.2","SL",0.994,NA,NA,67,"Philippines","Honda Bay, Palawan 1977-78","Leiognathus equulus","Leiognathidae",4.6,13.2
0.99,0.0102,3.21,NA,"mixed","7.8- 13.0","TL",0.985,0.426,NA,12,"Pakistan","Indus delta, northern Arabian Sea / 1999-2001.","Leiognathus equulus","Leiognathidae",7.8,13
1,0.01,3.216,NA,"unsexed","9.4- 22.1","TL",0.997,0.304,0.1549,22,"Iran","Strait of Hormuz, Persian Gulf, Sept 2013-Feb 2014","Leiognathus equulus","Leiognathidae",9.4,22.1
0.94,0.0023,3.674,NA,"unsexed","8.5- 28.5","TL",0.939,NA,NA,NA,"Indonesia","Western region","Leiognathus equulus","Leiognathidae",8.5,28.5
0.95,0.032,3,NA,"unsexed","2.2- 11.8","SL",0.95,0.08,0.0738,NA,"Philippines","Pampanga River, Candaba, 2007-2008","Leiopotherapon plumbeus","Terapontidae",2.2,11.8
0.98,0.0107,3.149,NA,"unsexed","4.6- 20.2","TL",0.979,0.113,0.1103,78,"Australia","Lake Eyre basin / 2012","Leiopotherapon unicolor","Terapontidae",4.6,20.2
0.7,0.00921,3.072,NA,"unsexed","5.0- 17.5","TL",NA,NA,NA,944,"USA","Gulf of Mexico, Louisiana & Mississippi","Leiostomus xanthurus","Sciaenidae",5,17.5
0,0.015,3,NA,"unsexed",NA,"TL",NA,NA,NA,1,"Russia","Lake Baikal","Leocottus kesslerii","Cottocomephoridae",NA,NA
0,0.02307,3,"","unsexed","5.8- 6.6","TL",NA,NA,NA,5,NA,NA,"Lepadogaster lepadogaster","Gobiesocidae",5.8,6.6
0,0.03561,3,"yes","unsexed","4.7- 5.7","SL",NA,NA,NA,5,NA,NA,"Lepadogaster lepadogaster","Gobiesocidae",4.7,5.7
0.97,0.0011,3.497,NA,"male","11.0- 42.0","TL",0.974,NA,NA,NA,"Iceland","1972-97","Lepidion eques","Moridae",11,42
0.97,8e-04,3.585,NA,"female","11.0- 42.0","TL",0.968,NA,NA,NA,"Iceland","1976-97","Lepidion eques","Moridae",11,42
0.99,0.0017,3.41,NA,"unsexed","8.9- 23.1","TL",0.99,NA,NA,79,"Spain","Balearic Islands, 1995-96","Lepidion lepidion","Moridae",8.9,23.1
0.99,0.00459,3.218,NA,"unsexed","27.9- 68.3","TL",0.99,NA,NA,128,"New Zealand",NA,"Lepidion schmidti","Moridae",27.9,68.3
0.86,0.0098,2.774,NA,"male","3.1- 6.7","TL",0.864,0.121,0.0827,324,"India","Kukurmara (26°04?N; 91°25?E), Assam, near Kulsi River, March 2011-Feb 2013","Lepidocephalichthys goalparensis","Cobitidae",3.1,6.7
0.86,0.0082,2.883,NA,"mixed","3.1- 7.0","TL",0.864,0.085,0.0626,716,"India","Kukurmara (26°04?N; 91°25?E), Assam, near Kulsi River, March 2011-Feb 2013","Lepidocephalichthys goalparensis","Cobitidae",3.1,7
0.88,0.0067,2.993,NA,"female","3.5- 7.0","TL",0.884,0.12,0.0779,392,"India","Kukurmara (26°04?N; 91°25?E), Assam, near Kulsi River, March 2011-Feb 2013","Lepidocephalichthys goalparensis","Cobitidae",3.5,7
0.95,0.0089,3.25,NA,"unsexed","5.0- 9.6","SL",0.952,0.15,NA,169,"Bangladesh","Ganges lower region, 2006-2007","Lepidocephalichthys guntea","Cobitidae",5,9.6
0.96,0.0255,2.84,NA,"unsexed","71.0- 180.0","TL",0.962,NA,NA,35,"Brazil","Central coast, 1993-2000","Lepidocybium flavobrunneum","Gempylidae",71,180
0,0.0118,3,NA,"unsexed","125.0- 135.0","FL",NA,NA,NA,2,"","","Lepidocybium flavobrunneum","Gempylidae",125,135
0.96,0.00829,3.1,NA,"unsexed",NA,"SL",0.96,NA,NA,480,"USA","Morro Bay (35°21'N, 120°51'W), California , 1976-77","Lepidogobius lepidus","Gobiidae",NA,NA
0,0.01866,3,NA,"unsexed","22.7- 25.5","SL",NA,NA,NA,2,"","","Lepidonotothen squamifrons","Nototheniidae",22.7,25.5
0.98,0.0033,3.363,NA,"unsexed","9.5- 49.5","TL",0.978,NA,NA,339,"South Orkney Is.","","Lepidonotothen squamifrons","Nototheniidae",9.5,49.5
0.7,0.00334,3.363,NA,"mixed","9.5- 49.5","TL",NA,NA,NA,339,"South Orkney Is.","South Orkney Islands/1999.","Lepidonotothen squamifrons","Nototheniidae",9.5,49.5
0.98,0.00233,3.44,NA,"mixed","15.5- 45.5","TL",0.983,NA,NA,116,"South Shetland","South Shetland Islands/1998.","Lepidonotothen squamifrons","Nototheniidae",15.5,45.5
0.98,0.0023,3.444,NA,"unsexed","15.5- 47.5","TL",0.978,NA,NA,116,"South Shetland","","Lepidonotothen squamifrons","Nototheniidae",15.5,47.5
0.98,0.0023,3.458,NA,"unsexed","15.5- 45.5","TL",0.978,NA,NA,94,"Elephant I.","","Lepidonotothen squamifrons","Nototheniidae",15.5,45.5
0.98,0.0023,3.458,NA,"mixed","15.5- 47.5","TL",0.976,NA,NA,94,"Elephant I.","Elephant Island/1998.","Lepidonotothen squamifrons","Nototheniidae",15.5,47.5
0.5,0.00923,2.755,NA,"mixed",NA,"TL",NA,NA,NA,NA,"Brazil","Southwestern EEZ of Brazil.","Lepidophanes guentheri","Myctophidae",NA,NA
0.7,0.02062,2.858,NA,"mixed","20.0- 45.0","TL",NA,NA,NA,1018,"Russia","Tatar Strait, Sea of Japan","Lepidopsetta bilineata","Pleuronectidae",20,45
0.7,0.02558,2.782,NA,"mixed","17.0- 53.0","TL",NA,NA,NA,1130,"Russia","Western Bering Sea","Lepidopsetta polyxystra","Pleuronectidae",17,53
0.7,0.01683,2.939,NA,"mixed","30.0- 49.0","TL",NA,NA,NA,118,"","Hecate Strait","Lepidopsetta polyxystra","Pleuronectidae",30,49
0.7,0.0099,3.063,NA,"mixed","15.0- 43.0","TL",NA,NA,NA,NA,"Russia","East Kamchatka","Lepidopsetta polyxystra","Pleuronectidae",15,43
0.92,0.0069,3.14,NA,"male","26.0- 47.0","TL",0.916,0.15,NA,160,"Russia","western Bering Sea (Russian EEZ and within 54°-60°N, 164°E-177°W), 1990; 1995-98","Lepidopsetta polyxystra","Pleuronectidae",26,47
0.7,0.00697,3.149,NA,"mixed","23.0- 43.0","TL",NA,NA,NA,NA,"Russia","Paramushir I., Pacific","Lepidopsetta polyxystra","Pleuronectidae",23,43
0.7,0.00657,3.161,NA,"mixed","19.0- 55.0","TL",NA,NA,NA,1873,"USA","Eastern Bering Sea","Lepidopsetta polyxystra","Pleuronectidae",19,55
0.7,0.00704,3.176,NA,"mixed","19.0- 48.0","TL",NA,NA,NA,NA,"Russia","Paramushir I., Sea of Okhotsk","Lepidopsetta polyxystra","Pleuronectidae",19,48
0.94,0.00485,3.25,NA,"female","17.0- 52.0","TL",0.943,-0.03,NA,510,"Russia","western Bering Sea (Russian EEZ and within 54°-60°N, 164°E-177°W), 1990; 1995-98","Lepidopsetta polyxystra","Pleuronectidae",17,52
0.5,0.00054,3.137,NA,"mixed",NA,"TL",NA,NA,NA,NA,"Brazil","Southwestern EEZ of Brazil.","Lepidopus altifrons","Trichiuridae",NA,NA
0.92,7e-04,3.001,"","female","","",0.916,NA,NA,301,"Spain","Canary Islands-Eastern Central Atlantic (1996-1997)","Lepidopus caudatus","Trichiuridae",NA,NA
0.92,6e-04,3.035,"","mixed","","",0.921,NA,NA,336,"Spain","Canary Islands-Eastern Central Atlantic (1996-1997)","Lepidopus caudatus","Trichiuridae",NA,NA
1,0.00041,3.065,"","male","","TL",0.996,NA,NA,444,"Italy","Ionian Sea, 1997","Lepidopus caudatus","Trichiuridae",NA,NA
0.99,0.00033,3.097,"","female","","TL",0.994,NA,NA,455,"Italy","Ionian Sea, 1997","Lepidopus caudatus","Trichiuridae",NA,NA
0.99,4e-04,3.11,"","unsexed","21.9- 81.5","TL",0.99,0.1,NA,40,"Turkey","North Aegean Sea, 2003 (March; July)","Lepidopus caudatus","Trichiuridae",21.9,81.5
0.97,3e-04,3.167,"","male","","",0.966,NA,NA,35,"Spain","Canary Islands-Eastern Central Atlantic (1996-1997)","Lepidopus caudatus","Trichiuridae",NA,NA
0.96,0.00029,3.18,"","unsexed","20.1- 66.7","TL",0.96,NA,NA,75,"Portugal","Algarve, 1996-97","Lepidopus caudatus","Trichiuridae",20.1,66.7
0.99,3e-04,3.19,"","unsexed","43.7- 106.0","TL",0.986,NA,NA,40,"Spain","Balearic Islands, 1995-96","Lepidopus caudatus","Trichiuridae",43.7,106
0.98,3e-04,3.23,"","mixed","18.3- 75.0","TL",0.98,NA,NA,243,"Spain","Gulf of Cadiz, 2009-11","Lepidopus caudatus","Trichiuridae",18.3,75
0,0.00023,3.326,"yes","unsexed","17.5- 78.5","TL",0.984,NA,NA,34,"Brazil","Rio Grande do Sul (28°-34°S)","Lepidopus caudatus","Trichiuridae",17.5,78.5
0.72,0.0643,2.269,NA,"unsexed","1.4- 37.8","TL",0.717,9.368,NA,364,"Spain","Balearic Islands and eastern coast of Iberian Peninsula / 1991-2001.","Lepidorhombus boscii","Scophthalmidae",1.4,37.8
0.9,0.015,2.82,NA,"unsexed","16.5- 52.5","TL",0.9,0.951,NA,322,"Greece","North Aegean Sea, 2004-05","Lepidorhombus boscii","Scophthalmidae",16.5,52.5
0.5,0.009,3.02,NA,"male","","",NA,NA,NA,NA,"Italy","Northern Tyrrhenian Sea","Lepidorhombus boscii","Scophthalmidae",NA,NA
0.6,0.00547,3.05,NA,"male","","",NA,NA,NA,877,"Spain","Galicia","Lepidorhombus boscii","Scophthalmidae",NA,NA
0.97,0.00411,3.11,NA,"male","","",0.968,NA,NA,315,"Portugal","1985-86","Lepidorhombus boscii","Scophthalmidae",NA,NA
0.6,0.0037,3.12,NA,"female","","",NA,NA,NA,1118,"Spain","Galicia","Lepidorhombus boscii","Scophthalmidae",NA,NA
0.99,0.0045,3.14,NA,"unsexed","7.0- 19.5","TL",0.99,NA,NA,84,"Spain","Balearic Islands, 1995-96","Lepidorhombus boscii","Scophthalmidae",7,19.5
0.98,0.0045,3.156,NA,"male","","TL",0.98,NA,NA,448,"Portugal","Portuguese coast (west coast, 36°50'N to 42°N and south coast, 7°30'W to 9°30'W)","Lepidorhombus boscii","Scophthalmidae",NA,NA
0.5,0.00431,3.19,NA,"unsexed","","TL",NA,NA,NA,NA,"Spain","ICES Divisions VIIIc, Ixa (southern Bay of Biscay and west Iberian seas)","Lepidorhombus boscii","Scophthalmidae",NA,NA
